224.wav,हीरा ने चिंतित स्वर में कहाμअपने घमंड में भूला हुआ है। आरजू-विनती न सुनेगा।
133.wav,प्रेमचंद /9
262.wav,"इससे तो गया फिर भी अच्छा था। यहाँ कई भैंसें थीं, कई बकरियाँ, कई घोड़े, कई"
6.wav,और लेखन कार्य के प्रति पूरी तरह समर्पित हो गए। सन् 1936 में इस
255.wav,खेत में था। उसके खुर कीचड़ में धँसने लगे। न भाग सका। पकड़ लिया। हीरा ने
16.wav,"का शोषण, समाज में स्त्री की दुर्दशा और स्वाधीनता आंदोलन आदि उनकी"
161.wav,मोती दिल में ऐंठकर रह गया। गया आ पहुँचा और दोनों को पकड़ कर ले चला।
341.wav,"‘भगवान के लिए हमारा मरना-जीना दोनों बराबर है। चलो, अच्छा ही है, कुछ"
304.wav,‘तो क्या हरज है। अभी तो भागने का अवसर है।’
5.wav,आंदोलन में सक्रिय भाग लेने के लिए सरकारी नौकरी से त्यागपत्र दे दिया
172.wav,प्रेमचंद /11
370.wav,से गले लगाने लगा। मित्रें की आँखों से आनंद के आँसू बहने लगे। एक झूरी का
247.wav,हीरा ने तिरस्कार कियाμगिरे हुए बैरी पर सींग न चलाना चाहिए।
363.wav,‘यह जाने देगा?’
328.wav,एक दिन बाड़े के सामने डुग्गी बजने लगी और दोपहर होते-होते वहाँ पचास-साठ
99.wav,में रस्सियाँ टूट गईं।
344.wav,‘यह आदमी छुरी चलाएगा। देख लेना।’
395.wav,"जरा देर में नाँदों में खली, भूसा, चोकर और दाना भर दिया गया और दोनों मित्र"
53.wav,6/ क्षितिज
180.wav,"‘लेकिन जानते हो, वह प्यारी लड़की, जो हमें रोटियाँ खिलाती है, उसी की"
212.wav,"जब पेट भर गया, दोनों ने आजादी का अनुभव किया, तो मस्त होकर"
10.wav,"गोदान उनके प्रमुख उपन्यास हैं। उन्होंने हंस, जागरण, माधुरी आदि"
9.wav,"सेवासदन, प्रेमाश्रम, रंगभूमि, कायाकल्प, निर्मला, गबन, कर्मभूमि,"
230.wav,‘तो फिर कोई उपाय सोचो जल्द!’
115.wav,बैल हैं कि एक दिन वहाँ काम न किया_ भाग खड़े हुए।
254.wav,14/ क्षितिज
225.wav,‘भाग क्यों न चलें?’
34.wav,बेवकूप़्
376.wav,बेचूँगा तो बिकेंगे। किसी को मेरे बैल नीलाम करने का क्या अख्तियार है?’
261.wav,"खाने को एक तिनका भी न मिला। समझ ही में न आता था, यह कैसा स्वामी है।"
382.wav,"रहा था, दढ़ियल दूर खड़ा धमकियाँ दे रहा था, गालियाँ निकाल रहा था, पत्थर फेंक"
337.wav,नेत्रें से देखा और सिर झुका लिया।
303.wav,एक गधे ने कहाμजो कहीं फिर पकड़ लिए जाएँ!
217.wav,3
375.wav,‘मैं तो समझा हूँ चुराए लिए आते हो! चुपके से चले जाओ। मेरे बैल हैं। मैं
209.wav,अपना धर्म क्यों छोड़ें?’
294.wav,मोती ने भी दीवार में उसी जगह सींग मारा। थोड़ी-सी मि‘ी गिरी और फिर
156.wav,मोती बोलाμकहो तो दिखा दूँ कुछ मजा मैं भी। लाठी लेकर आ रहा है।
246.wav,मार ही डालूँ।
219.wav,पहुँचा। दोनों मित्र बगलें झाँक रहे हैं। साँड पूरा हाथी है। उससे भिड़ना जान से हाथ
377.wav,‘जाकर थाने में रपट कर दूँगा।’
160.wav,‘नहीं। हमारी जाति का यह धर्म नहीं है।’
273.wav,‘आओ दीवार तोड़ डालें।’
176.wav,"दुर्बल न होते थे, मगर दोनों की आँखों में, रोम-रोम में विद्रोह भरा हुआ था।"
241.wav,तो हीरा ने दूसरे पहलू में सींग चुभा दिया। आखिर बेचारा जख्मी होकर भागा और
167.wav,"लिए निकली, और दोनों के मुँह में देकर चली गई। उस एक रोटी से इनकी"
390.wav,"‘आएगा तो दूर ही से खबर लूँगा। देखूँ, कैसे ले जाता है।’"
195.wav,मोती ने अपनी भाषा में पूछाμअब चलते क्यों नहीं?
345.wav,"‘तो क्या चिंता है? माँस, खाल, सींग, हंी सब किसी-न-किसी काम आ"
87.wav,इतनी मेहनत से काम न चलता था तो और काम ले लेते। हमें तो तुम्हारी चाकरी में मर
186.wav,‘इसका एक उपाय है। पहले रस्सी को थोड़ा-सा चबा लो। फिर एक झटके में
190.wav,सहसा घर का द्वार खुला और वही लड़की निकली। दोनों सिर झुकाकर उसका
318.wav,यह कहते हुए मोती ने दोनों गधों को सींगों से मार-मारकर बाड़े के बाहर
113.wav,इसका प्रतिवाद करने का किसी को साहस न हुआ।
289.wav,‘जान से हाथ धोना पड़ेगा।’
179.wav,‘एकाध को सींगों पर उठाकर फेंक दूँगा।’
380.wav,मोती ने सींग चलाया। दढ़ियल पीछे हटा। मोती ने पीछा किया। दढ़ियल भागा। मोती
366.wav,दोनों उन्मत्त होकर बछड़ों की भाँति कुलेलें करते हुए घर की ओर दौड़े। वह
319.wav,निकाला और तब अपने बंधु के पास आकर सो रहा।
220.wav,धोना है_ लेकिन न भिड़ने पर भी जान बचती नहीं नजर आती। इन्हीं की तरप़्
48.wav,"में उन्हें घुसने नहीं दिया जाता? बेचारे शराब नहीं पीते, चार पैसे कुसमय के लिए"
394.wav,‘इसीलिए कि हम इतने सीधे हैं।’
223.wav,मोती ने मूक-भाषा में कहाμबुरे फँसे। जान बचेगी? कोई उपाय सोचो।
268.wav,दहक उठी। मोती से बोलाμअब तो नहीं रहा जाता मोती!
338.wav,हीरा ने कहाμगया के घर से नाहक भागे। अब जान न बचेगी।
213.wav,उछलने-कूदने लगे। पहले दोनों ने डकार ली। फिर सींग मिलाए और एक-दूसरे को
139.wav,संध्या-समय घर पहुँचकर उसने दोनों को मोटी रस्सियों से बाँधा और कल की
310.wav,हो जाए।
385.wav,प्रेमचंद /19
315.wav,"मोती गर्व से बोलाμजिस अपराध के लिए तुम्हारे गले में बंधन पड़ा, उसके लिए"
114.wav,"झूरी की स्त्री ने बैलों को द्वार पर देखा, तो जल उठी। बोलीμकैसे नमकहराम"
41.wav,में चाहे एकाध बार कुलेल कर लेता हो_ पर हमने तो उसे कभी खुश होते नहीं देखा।
324.wav,5
104.wav,प्रेमालिंगन और चुंबन का वह दृश्य बड़ा ही मनोहर था।
343.wav,था। क्या अब न बचाएँगे?’
3.wav,मूल नाम धनपत राय था। प्रेमचंद का बचपन अभावों में बीता और शिक्षा
206.wav,"हीरा ने कहाμमालूम होता है, राह भूल गए।"
67.wav,"था, हम नहीं कह सकते। अवश्य ही उनमें कोई ऐसी गुप्त शक्ति थी, जिससे जीवों"
131.wav,‘चुराकर डाल आ।’
107.wav,"बाल-सभा ने निश्चय किया, दोनों पशु-वीरों को अभिनंदन-पत्र देना चाहिए। कोई"
323.wav,हुई और उसे भी मोटी रस्सी से बाँध दिया गया।
226.wav,प्रेमचंद /13
72.wav,"फुसफुसी, कुछ हलकी-सी रहती है, जिस पर ज्यादा विश्वास नहीं किया जा सकता।"
398.wav,उसी समय मालकिन ने आकर दोनों के माथे चूम लिए।
240.wav,कि मोती ने बगल से आकर पेट में सींग भोंक दिया। साँड क्रोध में आकर पीछे फिरा
110.wav,एक बालक ने कहाμऐसे बैल किसी के पास न होंगे।
89.wav,"वह सिर झुकाकर खा लिया, फिर तुमने हमें इस जालिम के हाथ क्यों बेच दिया?"
244.wav,दोनों मित्र विजय के नशे में झूमते चले जाते थे।
276.wav,‘सारी अकड़ निकल गई।’
100.wav,"झूरी प्रातःकाल सोकर उठा, तो देखा कि दोनों बैल चरनी पर खड़े हैं। दोनों की"
1.wav,प्रेमचंद
302.wav,हीरा ने पूछाμतुम दोनों क्यों नहीं भाग जाते?
